date,title,short_opening,url,label,sentiment
2023-09-22,Zelenskyydefends Ukraine's spending of Western aid,"By one account, Ukrainian president Volodymyr Zelenskyy said something convincing when he met with leaders of Congress on Thursday.",https://www.npr.org/2023/09/22/1200812392/securing-his-western-flank-zelenskyy-bids-to-maintain-his-u-s-support,Aid Policies,positive
2023-09-22,BONUS: Zelenskyy Makes Case For More Aid,Ukrainian President Volodymyr Zelenskyy tells NPR's Steve Inskeep that more foreign aid is necessary to beat back Vladimir Putin's ambitions to expand Russia's influence across Europe.,https://www.npr.org/2026/01/01/1198920519/zz-upfirst-bonusdraft,Aid Policies,neutral
2023-09-21,Ukrainian President Zelenskyy courts Washington for aid amid some GOP Resistance,Tamara Keith Ukraine's president visits Washington as the White House faces resistance from House Republicans for its latest funding request to help with the country's defense against Russia.,https://www.npr.org/2023/09/21/1200898104/ukrainian-president-zelenskyy-courts-washington-for-aid-amid-some-gop-resistance,Aid Policies,neutral
2023-09-21,Up First briefing: House budget dispute; Zelenskyy in D.C.; Simone Biles makes history,"Suzanne Nuyen House Republicans are at war with themselvesas a government shutdown is less than two weeks away. They tried to pass a spending bill this week, but a group of far-right representatives are blocking their own party.",https://www.npr.org/2023/09/21/1200742719/up-first-briefing-house-budget-dispute-zelenskyy-in-d-c-simone-biles-makes-histo,Diplomatic Engagements,neutral
2023-09-21,"As Ukraine's war drags on and a D.C. shutdown looms, Zelenskyy makes his case for aid","Becky Sullivan Ukrainian President Volodymyr Zelenskyy arrives in the U.S. Capitol Thursday alongside House Minority Leader Rep. Hakeem Jeffries, a Democrat from New York.Anna Moneymaker/Getty Imageshide caption",https://www.npr.org/2023/09/21/1200674632/zelenskyy-washington-ukraine-funding-shutdown,Aid Policies,neutral
2023-09-20,Ukrainian President Zelenskyy makes case for continued U.S. support against Russia,Ukraine's president Volodymyr Zelenskyy tells NPR's Steve Inskeep that more foreign aid is necessary to beat back Vladimir Putin's ambitions to expand Russia's influence across Europe.,https://www.npr.org/2023/09/20/1200671374/ukrainian-president-zelenskyy-makes-case-for-continued-u-s-support-against-russi,Aid Policies,neutral
2023-09-20,"As the U.S. mulls more aid to Ukraine, Zelenskyy says 'we have the same values'",Ukrainian President Volodymyr Zelenskyy is requesting continued support from the U.S. amid Russia's ongoing war and growing Republican opposition.,https://www.npr.org/2023/09/20/1200386054/zelenskyy-us-aid-ukraine,Aid Policies,neutral
2023-09-19,Zelenskyy's U.S. visit comes as Republican opposition to Ukraine aid grows,"When Ukrainian President Volodymyr Zelenskyy returns to the U.S. this week to extend his hand in Washington, Senate Minority Leader Mitch McConnell will be at the front of the line to grasp it.",https://www.npr.org/2023/09/19/1199503861/zelenskyy-ukraine-aid-republican-congress-shutdown-spending,Diplomatic Engagements,neutral
2023-09-05,"Congress mulls more money for Ukraine, as Zelenskyy replaces his defense minister","LEILA FADEL, HOST: As Congress mulls over whether to approve more money for Ukraine, Ukraine's president Volodymyr Zelenskyy, is replacing his defense minister. To understand what this means, we turn to Michael Bociurkiw, a senior fellow at the Atlantic Council and former spokesman for the Organization for Security and Co-operation in Europe. Michael, thanks for being on the program.",https://www.npr.org/2023/09/05/1197578304/congress-mulls-more-money-for-ukraine-as-zelenskyy-replaces-his-defense-minister,Aid Policies,neutral
2023-09-04,Ukraine's President Volodymyr Zelenskyy sacks the country's defense minister,"NPR's Leila Fadel speaks with Michael Bociurkiw, an expert on foreign affairs, about the replacement of the Ukrainian defense minister.",https://www.npr.org/2023/09/04/1197528512/ukraines-president-volodymyr-zelenskyy-sacks-the-countrys-defense-minister,Domestic Governance,neutral
2023-09-04,"Zelenskyy Sacks Defense Minister, Putin Meets Erdogan, Americans Celebrate Labor Day","Ukrainian President Volodymyr Zelenskyy is replacing his defense minister. Russian President Vladimir Putin will meet his Turkish counterpart to revive the suspended grain deal. And Americans have the day off to celebrate Labor Day.Want more comprehensive analysis of the most important news of the day, plus a little fun?Subscribeto the Up First newsletter.Today's episode of Up First was edited by Rafael Nam, Mark Katkov and Peter Granitz. It was produced by Shelby Hawkins, Chad Campbell, Taylor Haney and Ziad Buchh. We get engineering support from Carleigh Strange . And our technical director is Neisha Heinis.",https://www.npr.org/2023/09/03/1197523300/zelenskyy-sacks-defense-minister-putin-meets-erdogan-americans-celebrate-labor-d,Domestic Governance,neutral
2023-09-04,Ukraine's Zelenskyy says defense minister will be replaced this week,"KYIV, Ukraine  Ukraine President Volodymyr Zelenskyy said Sunday that defense minister Oleksii Reznikov will be replaced this week with Rustem Umerov, a Crimean Tatar lawmaker.",https://www.npr.org/2023/09/03/1197512104/ukraine-zelenskyy-defense-minister-replaced-umerov-reznikov,Domestic Governance,neutral
2023-08-26,Zelenskyydenies any role in the plane crash that killed Wagner Group chief Prigozhin,"In Ukraine, news of the apparent death of Wagner mercenary chief Yevgeny Prigozhin in a plane crash is being greeted with satisfaction and gallows humor.",https://www.npr.org/2023/08/26/1196170784/zelenskyy-denies-any-role-in-the-plane-crash-that-killed-wagner-group-chief-prig,Russia-Related Rhetoric,neutral
2023-08-06,"Zelenskyysays bomb hit blood transfusion center, while shelling kills 3 overnight","KYIV, Ukraine  Three people have died during a night of air strikes and intense shelling across Ukraine, officials said Sunday, while Moscow's second-largest airport briefly suspended flights following a foiled drone attack near the Russian capital.",https://www.npr.org/2023/08/06/1192386597/zelenskyy-says-bomb-hit-blood-transfusion-center-shelling-kills-3-overnight,Humanitarian Crisis,neutral
2023-07-12,Ukraine can't join NATO yet. But Biden saysZelenskyyis OK with that,"President Biden vowed continuing support for Ukraine in a speech in Lithuania on Wednesday, saying the U.S. and its allies would ""stand for liberty and freedom today, tomorrow, and for as long as it takes.""",https://www.npr.org/2023/07/12/1187291581/biden-vilnius-ukraine-nato,Diplomatic Engagements,neutral
2023-07-12,"Biden MeetsZelenskyy, June Inflation, SAG-AFTRA Deadline Expires","President Joe Biden meets his Ukrainian counterpart. New inflation numbers are set to show easing inflation. And major Hollywood studios' contract with the actors' union is set to expire.Want more comprehensive analysis of the most important news of the day, plus a little fun?Subscribeto the Up First newsletter.Up First is produced by Nina Kravinsky, Shelby Hawkins and Kaity Kline. Our editors are Olivia Hampton, Rafael Nam, Michael Sullivan, Denice Rios and Alice Woelfle. Our technical director is Zac Coleman with engineering support from Arthur Laurent.",https://www.npr.org/2023/07/12/1187172187/biden-meets-zelenskyy-june-inflation-sag-aftra-deadline-expires,Diplomatic Engagements,neutral
2023-07-08,Zelenskyyhails Ukraine's soldiers from a Black Sea island to mark 500 days of war,"KYIV, Ukraine  Ukrainian President Volodymyr Zelenskyy marked the 500th day of the war Saturday by hailing the country's soldiers in a video from a Black Sea island that became the symbol of Ukraine's resilience in the face of the Russian invasion.",https://www.npr.org/2023/07/08/1186662854/zelenskyy-ukraine-war-500-days-russia-turkey,Military Operations,positive
2023-07-08,Turkey's Erdogan hostsZelenskyyand says Ukraine deserves membership in NATO,"ISTANBUL  Turkish President Recep Tayyip Erdogan expressed support early Saturday for Ukraine joining NATO, saying the war-torn country deserves to join the alliance.",https://www.npr.org/2023/07/08/1186626989/turkeys-erdogan-zelenskyy-ukraine-deserves-membership-nato,Diplomatic Engagements,neutral
2023-07-05,Ukraine'sZelenskyywarns of possible Russian sabotage at nuclear plant,"Greg Myre A Russian serviceman guards the Zaporizhzhia Nuclear Power Plant in in southeastern Ukraine in May 2022. Ukrainian President Volodymyr Zelenskyy says Russia has placed devices that look like explosives on top of reactors at the plant. He says Russia may carry out sabotage and blame Ukraine. Russia, in turn, says Ukraine is planning to attack the plant.APhide caption",https://www.npr.org/2023/07/05/1185980734/zelenskyy-warns-sabotage-nuclear-plant,Russia-Related Rhetoric,neutral
2023-06-10,Ukraine'sZelenskyyconfirms that an offensive against Russia is underway,"Greg Myre Ukrainian President Volodymyr Zelenskyy speaks during a joint news conference with Canada's Prime Minister Justin Trudeau in Kyiv, Ukraine, on Saturday.Efrem Lukatsky/APhide caption",https://www.npr.org/2023/06/10/1181512637/zelenskyy-ukraine-counteroffensive,Military Operations,neutral
2023-06-04,PresidentZelenskyysays 2-year-old is one of 500 Ukrainian children killed in war,"KYIV, Ukraine  Ukrainian President Volodymyr Zelenskyy said Sunday that Russia's war, now in its 16th month, has killed at least 500 Ukrainian children.",https://www.npr.org/2023/06/04/1180031066/president-zelenskyy-says-2-year-old-is-one-of-500-ukrainian-children-killed-in-w,Humanitarian Crisis,neutral
2023-06-03,Zelenskyyaccepts Ukraine cannot become a NATO member until the war ends,"NPR's Scott Simon talks to John R. Deni, a research professor at the U.S. Army War College, about developments in Ukraine's bid to join NATO.",https://www.npr.org/2023/06/03/1179979756/zelenskyy-accepts-ukraine-cannot-become-a-nato-member-until-the-war-ends,Diplomatic Engagements,neutral
2023-05-25,Ukraine's Zelenskyy surprises Johns Hopkins grads as their commencement speaker,Ukrainian President Volodymyr Zelenskyy made a guest appearance at Johns Hopkins University as he delivered a surprise address to the class of 2023 at their commencement ceremony Thursday morning.,https://www.npr.org/2023/05/25/1178199774/ukrainian-president-zelenskyy-johns-hopkins-grad-speaker,Media Representation,neutral
2023-05-22,"Latest in Ukraine: Zelenskyy scores F-16 training, as Russia claims to take Bakhmut","By President Biden walks with Ukrainian President Volodymyr Zelenskyy ahead of a working session on Ukraine during the Group of Seven summit in Hiroshima, Japan, Sunday. In a win for the Ukrainian leader, Biden supported training Ukraine's pilots to fly F-16s.Susan Walsh/APhide caption",https://www.npr.org/2023/05/22/1176391571/russia-ukraine-war-news,Military Operations,positive
2023-05-21,Zelenskyy's recent diplomatic moves signal a new phase for the war in Ukraine,A look at Ukrainian President Zelenskyy's diplomatic push and what it might mean for the the next phase of the war in Ukraine.,https://www.npr.org/2023/05/21/1177391776/zelenskyys-recent-diplomatic-moves-signal-a-new-phase-for-the-war-in-ukraine,Diplomatic Engagements,neutral
2023-05-21,Zelenskyy denies Moscow's claims that Russian forces are occupying Bakhmut,"HIROSHIMA, Japan  Ukrainian President Volodymyr Zelenskyy said Sunday that Russian forces weren't occupying Bakhmut, casting doubt on Moscow's insistence that the eastern Ukrainian city had fallen.",https://www.npr.org/2023/05/21/1177387849/president-zelenskyy-has-said-that-bakhmut-is-destroyed-as-russia-claims-victory-,Russia-Related Rhetoric,neutral
2023-05-20,Zelenskyy meets world leaders at G-7,"Ukraine's president Zelenskyy has joined President Biden and G-7 leaders in Hiroshima to talk about Russia's war. The summit also includes discussion about China, North Korea and denuclearization.",https://www.npr.org/2023/05/20/1177366765/zelenskyy-meets-world-leaders-at-g-7,Diplomatic Engagements,neutral
2023-05-20,"Zelenskyy Attends G-7 Summit, Wall Street & Default, Greek Elections","Ukrainian President Volodymyr Zelenskyy arrives in Hiroshima, Japan. Markets don't seem very concerned about political wrangling over the debt ceiling. Greek voters head to the polls Sunday for elections clouded by a deadly train crash.",https://www.npr.org/2023/05/19/1177210780/zelenskyy-attends-g-7-summit-wall-street-default-greek-elections,Diplomatic Engagements,neutral
2023-05-19,Zelenskyy arrives at G-7 summit in Japan as leaders ramp up pressure on Russia,"HIROSHIMA, Japan and KYIV, Ukraine  Ukrainian President Volodymyr Zelenskyy arrived in Hiroshima, Japan, on Saturday to attend the group of seven leading industrial nations' summit as member states intensify sanctions on Russia.",https://www.npr.org/2023/05/19/1177024349/zelenskyy-to-japan-attend-g-7-summit,Diplomatic Engagements,neutral
2023-05-19,Ukraine's President Volodymyr Zelenskyy will attend the G-7 meeting in person,Zelenskyy's expected appearance on Sunday comes as Western allies harden their resolve in support of Ukraine. Russia's military aggression toward its neighbor is on top of the G-7 summit's agenda.,https://www.npr.org/2023/05/19/1177023867/ukraines-president-volodymyr-zelenskyy-will-attend-the-g-7-meeting-in-person,Diplomatic Engagements,neutral
2023-05-18,"Zelenskyyarrives at Arab League summit, as Saudi Arabia flexes diplomatic muscle","Aya Batrawy In this photo provided by the Saudi Press Agency, SPA, leaders of Arab countries pose for a group picture ahead of the Arab summit in Jeddah, Saudi Arabia, Friday.Saudi Press Agency via APhide caption",https://www.npr.org/2023/05/18/1176833267/saudi-arabia-syria-arab-league-summit,Diplomatic Engagements,neutral
2023-05-15,Latest on Ukraine:Zelenskyymade a spring diplomatic offensive in Europe (May 15),"British Prime Minister Rishi Sunak (right) walks with Ukrainian President Volodymyr Zelenskyy to a waiting Chinook helicopter after meetings at Chequers, the U.K. leader's country retreat, in Aylesbury, England, on Monday.Carl Court/Getty Imageshide caption British Prime Minister Rishi Sunak (right) walks with Ukrainian President Volodymyr Zelenskyy to a waiting Chinook helicopter after meetings at Chequers, the U.K. leader's country retreat, in Aylesbury, England, on Monday.",https://www.npr.org/2023/05/15/1174956698/russia-ukraine-war-news,Diplomatic Engagements,neutral
2023-05-14,Ukraine's PresidentZelenskyyis in Germany for the first time since Russia invaded,"BERLIN (AP)  Ukrainian President Volodymyr Zelenskyy said Sunday that his country is preparing a counteroffensive designed to liberate areas occupied by Russia, not to attack Russian territory.",https://www.npr.org/2023/05/14/1176057374/ukraines-president-zelenskyy-is-in-germany-for-the-first-time-since-the-war-bega,Diplomatic Engagements,neutral
2023-05-13,PresidentZelenskyymeets with the pope at the Vatican,"ROME  Ukrainian President Volodymyr Zelenskyy held talks with Pope Francis at the Vatican on Saturday, saying it was a great honor to meet with the pontiff, who has previously offered to do what he can to try to end the war launched by Russia's invasion of Ukraine a year ago.",https://www.npr.org/2023/05/13/1175998183/zelenskyy-rome-pope-francis-italian-leaders,Media Representation,positive
2023-04-26,"China's Xi calls Ukraine'sZelenskyy, after weeks of intensifying pressure to do so","Chinese leader Xi Jinping called Ukraine's President Volodymyr Zelenskyy, over a month after Xi's summit in Moscow with Russia's leader Vladimir Putin.",https://www.npr.org/2023/04/26/1164668179/xi-putin-summit-zelenskyy-china-russia-ukraine,Diplomatic Engagements,neutral
2023-03-21,Japan's prime minister arrives in Ukraine for talks with PresidentZelenskyy,"KYIV, Ukraine  Japanese Prime Minister Fumio Kishida began a surprise visit to Ukraine early Tuesday, hours after Chinese President Xi Jinping arrived in neighboring Russia for a three-day visit. The dueling summits come as the longtime rivals are on diplomatic offensives.",https://www.npr.org/2023/03/21/1164916007/japans-prime-minister-arrives-in-ukraine-for-talks-with-president-zelenskyy,Diplomatic Engagements,neutral
2023-02-24,"A year since Russia invaded,Zelenskyysays Ukraine needs the support of the world",Joanna Kakissis Ukraine's president Volodymyr Zelenskyy gave a lengthy press conference in Kyiv Friday as the country marked one year since Russia's invasion.,https://www.npr.org/2023/02/24/1159423030/a-year-since-russia-invaded-zelenskyy-says-ukraine-needs-the-support-of-the-worl,Aid Policies,neutral
2023-02-21,Zelenskyy's Transformation From Comedian To Icon Of Democracy,Ukrainian President Volodymyr Zelenskyy.Chip Somodevilla/Getty Imageshide caption Ukrainian President Volodymyr Zelenskyy.,https://www.npr.org/2023/02/20/1158327556/zelenskyys-transformation-from-comedian-to-icon-of-democracy,Media Representation,neutral
2023-02-20,Biden hears Zelenskyy's plan for peace with Russia during surprise visit to Kyiv,"Joanna Kakissis President Biden visited Kyiv just shy of a year since Russia invaded Ukraine. He spent time with President Zelenskyy, who called this visit the most important in U.S.-Ukrainian history.",https://www.npr.org/2023/02/20/1158401846/biden-hears-zelenskyys-plan-for-peace-with-russia-during-surprise-visit-to-kyiv,Diplomatic Engagements,neutral
2023-02-20,Volodymyr Zelenskyy went from comedian to icon of democracy. This is how he did it,"This week marks one year since Russia invaded Ukraine in February of 2022. And in the past year, Ukrainian President Volodymyr Zelenskyy has undergone a dramatic political transformation.",https://www.npr.org/2023/02/20/1158150926/volodymyr-zelenskyy-president-ukraine-russia-war,Media Representation,positive
2023-02-08,Why Zelenskyy visited the U.K. nearly 1 year into Russia's war on Ukraine,"LONDON  Ukrainian President Volodymyr Zelenskyy has made a surprise visit to the United Kingdom, one of his very rare trips outside Ukraine since Russia invaded the country nearly one year ago.",https://www.npr.org/2023/02/08/1155360051/zelenskyy-russia-ukraine,Diplomatic Engagements,neutral
2023-01-24,President Zelenskyy shakes up Ukraine's Cabinet amid corruption allegations,"KYIV, Ukraine  A string of resignations, dismissals and reassignments shook Ukraine's government Monday and Tuesday, as Ukrainian President Volodymyr Zelenskyy and other leaders of the government confirmed the shake-up of high-level positions.",https://www.npr.org/2023/01/24/1150943435/president-zelenskyy-shakes-up-ukraines-cabinet-amid-corruption-allegations,Domestic Governance,negative
2022-12-22,Zelenskyy told Congress continued aid is an investment in global security. Is it?,"NPR's Leila Fadel talks to Amanda Sloat, senior director for Europe on the National Security Council, about Ukrainian President Volodymyr Zelenskyy's trip to Washington and U.S. assistance.",https://www.npr.org/2022/12/22/1145010666/zelenskyy-told-congress-continued-aid-is-an-investment-in-global-security-is-it,Aid Policies,neutral
2022-12-22,Zelenskyy told Congress continued aid is an investment in global security. Is it?,"LEILA FADEL, HOST: Ukrainian President Volodymyr Zelenskyy told a joint meeting of Congress last night U.S. aid can speed up a Ukrainian victory over Russia.",https://www.npr.org/2022/12/22/1144942111/zelenskyy-told-congress-continued-aid-is-an-investment-in-global-security-is-it,Aid Policies,neutral
2022-12-21,Zelenskyy visits Washington to meet with Biden and address Congress,"Ukraine's president Volodymyr Zelenskyy makes a dramatic visit to Washington, while his country is at war, for meetings at the White House and address Congress.",https://www.npr.org/2022/12/21/1144821709/zelenskyy-visits-washington-to-meet-with-biden-and-address-congress,Diplomatic Engagements,neutral
2022-12-21,"Zelenskyy aims to shore up support with White House, Congress and American people","A MART_NEZ, HOST: Let's go now to Richard Haass. For the last 20 years, he's led the nonpartisan Council on Foreign Relations. Richard, so apart from making this in-person appeal for more military support, what do you think President Zelenskyy hopes to gain from this visit?",https://www.npr.org/2022/12/21/1144627677/zelenskyy-aims-to-shore-up-support-with-white-house-congress-and-american-people,Aid Policies,neutral
2022-12-21,Zelenskyy leaves Ukraine for an unexpected and high-profile visit to the U.S.,Ukrainian President Volodymyr Zelenskyy will visit the White House and address Congress  in a trip aimed at underscoring U.S. support for the country in its war with Russia.,https://www.npr.org/2022/12/21/1144627670/zelenskyy-leaves-ukraine-for-an-unexpected-and-high-profile-visit-to-the-u-s,Diplomatic Engagements,neutral
2022-12-21,"Zelenskyy Visits U.S., Trump Tax Returns, Taliban Bans Women From University",Ukrainian President Volodymyr Zelenskyy to visit President Biden and congressional leaders in Washington. House committee approves release of Trump's taxes. The Taliban has banned women from attending universities in Afghanistan.,https://www.npr.org/2022/12/20/1144618385/zelenskyy-visits-u-s-trump-tax-returns-taliban-bans-women-from-university,Diplomatic Engagements,neutral
2022-12-21,Ukrainian PresidentZelenskyyset to visit Washington,Domenico Montanaro Zelenskyy plans to meet Wednesday with President Biden and congressional leaders.,https://www.npr.org/2022/12/20/1144593321/ukrainian-president-zelenskyy-set-to-make-unexpected-washington-visit,Diplomatic Engagements,neutral
2022-12-21,Zelenskyyand Biden emphasize their partnership ahead of congressional address,President Biden and Ukrainian President Volodymyr Zelenskyy underscored their continued partnership against Russia in the war in Ukraine during a meeting at the White House on Wednesday.,https://www.npr.org/2022/12/20/1144519200/ukrainian-president-zelenskyy-plans-to-visit-washington,Diplomatic Engagements,positive
2022-12-07,Zelenskyyand the spirit of Ukraine are 'Time' magazine's 2022 Person of the Year,Much of the world has spent the last year watching the war in Ukraine as the country defends itself from Russian attacks and asserts its identity on the global stage.,https://www.npr.org/2022/12/07/1141202568/time-person-year-zelenskyy,Media Representation,positive
2022-11-15,Zelenskyy's arrival in Kherson underscores Ukraine's momentum in the war,A look at how the Ukrainian city of Kherson is picking up the pieces and reuniting with loved ones after nearly nine months of Russian occupation.,https://www.npr.org/2022/11/15/1136738608/zelenskyys-arrival-in-kherson-underscores-ukraines-momentum-in-the-war,Media Representation,positive
2022-11-14,Ukraine's PresidentZelenskyymakes surprise visit to liberated city of Kherson,"KHERSON, Ukraine  President Volodymyr Zelenskyy made a surprise visit Monday to the key southern city of Kherson to celebrate its liberation from eight months of Russian occupation.",https://www.npr.org/2022/11/14/1136425832/ukraines-president-zelenskyy-makes-surprise-visit-to-liberated-city-of-kherson,Media Representation,positive
2022-10-04,Elon Musk's peace plan for Ukraine draws condemnation fromZelenskyy,Elon Musk has gotten into a Twitter tussle with Ukrainian President Volodymyr Zelenskyy after the tech billionaire floated a divisive proposal to end Russia's invasion.,https://www.npr.org/2022/10/04/1126714896/elon-musk-ukraine-peace-plan-zelenskyy,Media Representation,neutral
2022-09-21,TopZelenskyyadviser discusses Ukraine's latest military moves,A top adviser to President Volodymyr Zelenskyy speaks to NPR about the latest Ukrainian military advances and Russia's plan to hold a referendum in territory it occupies.,https://www.npr.org/2022/09/21/1124218270/top-zelenskyy-advisor-discusses-ukraines-latest-military-moves,Media Representation,neutral
2022-09-19,Zelenskyyaide gives insight on war in Ukraine in 'The Fight for Our Lives',"Iuliia Mendel, press secretary to Ukrainian President Volodymyr Zelenskyy, offers a peek behind the curtain in her new memoir,The Fight of Our Lives: My Time with Zelenskyy, Ukraine's Battle for Democracy and What it Means for the World. In an interview with Mary Louise Kelly, Mendel talks about Vladimir Putin _ and the resilience of Ukraine.",https://www.npr.org/2022/09/13/1122831878/zelensky-aide-gives-insight-on-war-in-ukraine-in-the-fight-for-our-lives,Media Representation,neutral
2022-07-25,Rep. Elissa Slotkin on her visit to Ukraine and meeting with PresidentZelenskyy,"NPR's Mary Louise Kelly speaks with Rep. Elissa Slotkin, D-Mich., about her trip to Ukraine with a bipartisan Congressional delegation and meeting with President Zelenskyy.",https://www.npr.org/2022/07/25/1113558606/rep-elissa-slotkin-on-her-visit-to-ukraine-and-meeting-with-president-zelenskyy,Diplomatic Engagements,neutral
2022-07-08,Zelenskyy has consolidated Ukraine's TV outlets and dissolved rival political parties,President Zelenskyy has consolidated all TV platforms in Ukraine into one state broadcast and restricted political rivals. Political opposition fears such civil liberty constraints could continue.,https://www.npr.org/2022/07/08/1110601672/zelenskyy-has-consolidated-ukraines-tv-outlets-and-dissolved-rival-political-par,Domestic Governance,negative
2022-06-16,European leaders meet with Ukrainian President Zelenskyy to show unity and support,"Four European leaders are meeting Ukraine's President Volodymyr Zelenskyy in talks intended as a show of European unity. Also, the U.S. ambassador tells NPR she expects ""a long, grinding, tough war.""",https://www.npr.org/2022/06/16/1105664564/european-leaders-meet-with-ukrainian-president-zelenskyy-to-show-unity-and-suppo,Diplomatic Engagements,positive
2022-06-16,"Ukraine's Zelenskyy hosts European leaders, welcomes more U.S. weapons","KYIV, Ukraine  Four European leaders took the train to Ukraine's capital Thursday and met President Volodymyr Zelenskyy in a show of unity for a country struggling to hold back the Russian military.",https://www.npr.org/2022/06/16/1105447087/ukraine-welcomes-us-weapons-hosts-european-leaders,Aid Policies,positive
